Area,Domain,Process ID,Process,Practice ID,Practice Name,Activity
Management,"Align, Plan and Organise",APO03,Manage Enterprise Architecture,APO03.03,Select opportunities and solutions.,5. Reconcile the consolidated requirements with potential solutions.
Management,"Align, Plan and Organise",APO03,Manage Enterprise Architecture,APO03.03,Select opportunities and solutions.,"6. Refine the initial dependencies, ensuring that any constraints on the implementation and migration plans are identified, and consolidate them into a dependency analysis report."
Management,"Align, Plan and Organise",APO03,Manage Enterprise Architecture,APO03.03,Select opportunities and solutions.,"7. Confirm the enterprise’s readiness for, and the risk associated with, enterprise transformation."
Management,"Align, Plan and Organise",APO03,Manage Enterprise Architecture,APO03.03,Select opportunities and solutions.,8. Formulate a high-level implementation and migration strategy that will guide the target architecture implementation and structure the transition architectures in alignment with enterprise strategic objectives and time scales.
Management,"Align, Plan and Organise",APO03,Manage Enterprise Architecture,APO03.03,Select opportunities and solutions.,"9. Identify and group major work packages into a coherent set of programmes and projects, respecting the enterprise strategic implementation direction and approach."
Management,"Align, Plan and Organise",APO03,Manage Enterprise Architecture,APO03.03,Select opportunities and solutions.,10. Develop a series of transition architectures as necessary where the scope of change required to realise the target architecture requires an incremental approach.
Management,"Align, Plan and Organise",APO03,Manage Enterprise Architecture,APO03.04,Define architecture implementation.,1. Establish what the implementation and migration plan should include as part of programme and project planning and ensure that it is aligned with the requirements of applicable decision makers.
Management,"Align, Plan and Organise",APO03,Manage Enterprise Architecture,APO03.04,Define architecture implementation.,2. Confirm transition architecture increments and phases and update the architecture definition document.
Management,"Align, Plan and Organise",APO03,Manage Enterprise Architecture,APO03.04,Define architecture implementation.,3. Define architecture implementation governance requirements.
Management,"Align, Plan and Organise",APO03,Manage Enterprise Architecture,APO03.05,Provide enterprise architecture services.,1. Confirm scope and priorities and provide guidance for solution development and deployment.
Management,"Align, Plan and Organise",APO03,Manage Enterprise Architecture,APO03.05,Provide enterprise architecture services.,2. Manage the portfolio of enterprise architecture services to ensure alignment with strategic objectives and solution development.
Management,"Align, Plan and Organise",APO03,Manage Enterprise Architecture,APO03.05,Provide enterprise architecture services.,"3. Manage enterprise architecture requirements and support with architectural principles, models and building blocks."
Management,"Align, Plan and Organise",APO03,Manage Enterprise Architecture,APO03.05,Provide enterprise architecture services.,4. Identify and align enterprise architecture priorities to value drivers. Define and collect value metrics and measure and communicate enterprise architecture value.
Management,"Align, Plan and Organise",APO03,Manage Enterprise Architecture,APO03.05,Provide enterprise architecture services.,"5. Establish a technology forum to provide architectural guidelines, advice on projects and guidance on the selection of technology. Measure compliance with these standards and guidelines, including compliance with external requirements and their business relevance."
Management,"Align, Plan and Organise",APO04,Manage Innovation,APO04.01,Create an environment conducive to innovation.,"1. Create an innovation plan that includes risk appetite, the envisioned budget to spend on innovation initiatives, and innovation objectives."
Management,"Align, Plan and Organise",APO04,Manage Innovation,APO04.01,Create an environment conducive to innovation.,"2. Provide infrastructure that can be an enabler for innovation, such as collaboration tools for enhancing work between geographic locations and divisions."
Management,"Align, Plan and Organise",APO04,Manage Innovation,APO04.01,Create an environment conducive to innovation.,"3. Create an environment that is conducive to innovation by maintaining relevant HR initiatives, such as innovation recognition and reward programmes, appropriate job rotation, and discretionary time for experimentation."
Management,"Align, Plan and Organise",APO04,Manage Innovation,APO04.01,Create an environment conducive to innovation.,4. Maintain a programme enabling staff to submit innovation ideas and create an appropriate decision-making structure to assess and take these ideas forward.
Management,"Align, Plan and Organise",APO04,Manage Innovation,APO04.01,Create an environment conducive to innovation.,"5. Encourage innovation ideas from customers, suppliers and business partners."
Management,"Align, Plan and Organise",APO04,Manage Innovation,APO04.02,Maintain an understanding of the enterprise environment.,"1. Maintain an understanding of the business drivers, enterprise strategy, industry drivers, enterprise operations and other issues so that the potential value-add of technologies or IT innovation can be identified."
Management,"Align, Plan and Organise",APO04,Manage Innovation,APO04.02,Maintain an understanding of the enterprise environment.,"2. Conduct regular meetings with business units, divisions and/or other stakeholder entities to understand current business problems, process bottlenecks, or other constraints where emerging technologies or IT innovation can create opportunities."
Management,"Align, Plan and Organise",APO04,Manage Innovation,APO04.02,Maintain an understanding of the enterprise environment.,3. Understand enterprise investment parameters for innovation and new technologies so appropriate strategies are developed.
Management,"Align, Plan and Organise",APO04,Manage Innovation,APO04.03,Monitor and scan the technology environment.,1. Understand the enterprise’s interest and potential for adopting new technology innovations and focus awareness efforts on the most opportunistic technology innovations.
Management,"Align, Plan and Organise",APO04,Manage Innovation,APO04.03,Monitor and scan the technology environment.,"2. Perform research and scanning of the external environment, including appropriate web sites, journals and conferences, to identify emerging technologies."
Management,"Align, Plan and Organise",APO04,Manage Innovation,APO04.03,Monitor and scan the technology environment.,3. Consult with third-party experts where needed to confirm research findings or as a source of information on emerging technologies.
Management,"Align, Plan and Organise",APO04,Manage Innovation,APO04.03,Monitor and scan the technology environment.,4. Capture staff members’ IT innovation ideas and analyse them for potential implementation.
Management,"Align, Plan and Organise",APO04,Manage Innovation,APO04.04,Assess the potential of emerging technologies and innovation ideas.,"1. Evaluate identified technologies, considering aspects such as time to reach maturity, inherent risk of new technologies (including potential legal implications), fit with the enterprise architecture, and potential to provide additional value."
Management,"Align, Plan and Organise",APO04,Manage Innovation,APO04.04,Assess the potential of emerging technologies and innovation ideas.,2. Identify any issues that may need to be resolved or proven through a proof-of-concept initiative.
Management,"Align, Plan and Organise",APO04,Manage Innovation,APO04.04,Assess the potential of emerging technologies and innovation ideas.,"3. Scope the proof-of-concept initiative, including desired outcomes, required budget, time frames and responsibilities."
Management,"Align, Plan and Organise",APO04,Manage Innovation,APO04.04,Assess the potential of emerging technologies and innovation ideas.,4. Obtain approval for the proof-of-concept initiative.
Management,"Align, Plan and Organise",APO04,Manage Innovation,APO04.04,Assess the potential of emerging technologies and innovation ideas.,"5. Conduct proof-of-concept initiatives to test emerging technologies or other innovation ideas, identify any issues, and determine whether further implementation or roll-out should be considered based on feasibility and potential ROI."
Management,"Align, Plan and Organise",APO04,Manage Innovation,APO04.05,Recommend appropriate further initiatives.,"1. Document proof-of-concept results, including guidance and recommendations for trends and innovation programmes."
Management,"Align, Plan and Organise",APO04,Manage Innovation,APO04.05,Recommend appropriate further initiatives.,2. Communicate viable innovation opportunities into the IT strategy and enterprise architecture processes.
Management,"Align, Plan and Organise",APO04,Manage Innovation,APO04.05,Recommend appropriate further initiatives.,3. Follow up on proof-of-concept initiatives to measure the degree to which they have been leveraged in actual investment.
Management,"Align, Plan and Organise",APO04,Manage Innovation,APO04.05,Recommend appropriate further initiatives.,4. Analyse and communicate reasons for rejected proof-of-concept initiatives.
Management,"Align, Plan and Organise",APO04,Manage Innovation,APO04.06,Monitor the implementation and use of innovation.,1. Assess the implementation of the new technologies or IT innovations adopted as part of IT strategy and enterprise architecture developments and their realisation during programme management of initiatives.
Management,"Align, Plan and Organise",APO04,Manage Innovation,APO04.06,Monitor the implementation and use of innovation.,2. Capture lessons learned and opportunities for improvement.
Management,"Align, Plan and Organise",APO04,Manage Innovation,APO04.06,Monitor the implementation and use of innovation.,"3. Adjust the innovation plan, if required."
Management,"Align, Plan and Organise",APO04,Manage Innovation,APO04.06,Monitor the implementation and use of innovation.,4. Identify and evaluate the potential value to be realised from the use of innovation.
Management,"Align, Plan and Organise",APO05,Manage Portfolio,APO05.01,Establish the target investment mix.,"1. Validate that IT-enabled investments and current IT services are aligned with enterprise vision, enterprise principles, strategic goals and objectives, enterprise architecture vision, and priorities."
Management,"Align, Plan and Organise",APO05,Manage Portfolio,APO05.01,Establish the target investment mix.,2. Obtain a common understanding between IT and the other business functions on the potential opportunities for IT to drive and support the enterprise strategy.
Management,"Align, Plan and Organise",APO05,Manage Portfolio,APO05.01,Establish the target investment mix.,"3. Create an investment mix that achieves the right balance amongst a number of dimensions, including an appropriate balance of short- and long-term returns, financial and non-financial benefits, and high- and low-risk investments."
Management,"Align, Plan and Organise",APO05,Manage Portfolio,APO05.01,Establish the target investment mix.,"4. Identify the broad categories of information systems, applications, data, IT services, infrastructure, IT assets, resources, skills, practices, controls and relationships needed to support the enterprise strategy."
Management,"Align, Plan and Organise",APO05,Manage Portfolio,APO05.01,Establish the target investment mix.,"5. Agree on an IT strategy and goals, taking into account the inter-relationships between the enterprise strategy and the IT services, assets and other resources. Identify and leverage synergies that can be achieved."
Management,"Align, Plan and Organise",APO05,Manage Portfolio,APO05.02,Determine the availability and sources of funds.,"1. Understand the current availability and commitment of funds, the current approved spending, and the actual amount spent to date."
Management,"Align, Plan and Organise",APO05,Manage Portfolio,APO05.02,Determine the availability and sources of funds.,"2. Identify options for obtaining additional funds for IT-enabled investments, internally and from external sources."
Management,"Align, Plan and Organise",APO05,Manage Portfolio,APO05.02,Determine the availability and sources of funds.,3. Determine the implications of the funding source on the investment return expectations.
Management,"Align, Plan and Organise",APO05,Manage Portfolio,APO05.03,Evaluate and select programmes to fund.,"1. Recognise investment opportunities and classify them in line with the investment portfolio categories. Specify expected enterprise outcome(s), all initiatives required to achieve the expected outcomes, costs, dependencies and risk, and how all would be measured."
Management,"Align, Plan and Organise",APO05,Manage Portfolio,APO05.03,Evaluate and select programmes to fund.,"2. Perform detailed assessments of all programme business cases, evaluating strategic alignment, enterprise benefits, risk and availability of resources."
Management,"Align, Plan and Organise",APO05,Manage Portfolio,APO05.03,Evaluate and select programmes to fund.,"3. Assess the impact on the overall investment portfolio of adding candidate programmes, including any changes that might be required to other programmes."
Management,"Align, Plan and Organise",APO05,Manage Portfolio,APO05.03,Evaluate and select programmes to fund.,4. Decide which candidate programmes should be moved to the active investment portfolio. Decide whether rejected programmes should be held for future consideration or provided with some seed funding to determine whether the business case can be improved or discarded.
Management,"Align, Plan and Organise",APO05,Manage Portfolio,APO05.03,Evaluate and select programmes to fund.,5. Determine the required milestones for each selected programme’s full economic life cycle. Allocate and reserve total programme funding per milestone. Move the programme into the active investment portfolio.
Management,"Align, Plan and Organise",APO05,Manage Portfolio,APO05.03,Evaluate and select programmes to fund.,"6. Establish procedures to communicate the cost, benefit and risk-related aspects of these portfolios to the budget prioritisation, cost management and benefit management processes."
Management,"Align, Plan and Organise",APO05,Manage Portfolio,APO05.04,"Monitor, optimise and report on investment portfolio performance.","1. Review the portfolio on a regular basis to identify and exploit synergies, eliminate duplication between programmes, and identify and mitigate risk."
Management,"Align, Plan and Organise",APO05,Manage Portfolio,APO05.04,"Monitor, optimise and report on investment portfolio performance.","2. When changes occur, re-evaluate and reprioritise the portfolio to ensure that the portfolio is aligned with the business strategy and the target mix of investments is maintained so the portfolio is optimising overall value. This may require programmes to be changed, deferred or retired, and new programmes to be initiated."
Management,"Align, Plan and Organise",APO05,Manage Portfolio,APO05.04,"Monitor, optimise and report on investment portfolio performance.","3. Adjust the enterprise targets, forecasts, budgets and, if required, the degree of monitoring to reflect the expenditures to be incurred and enterprise benefits to be realised by programmes in the active investment portfolio. Incorporate programme expenditures into chargeback mechanisms."
Management,"Align, Plan and Organise",APO05,Manage Portfolio,APO05.04,"Monitor, optimise and report on investment portfolio performance.",4. Provide an accurate view of the performance of the investment portfolio to all stakeholders.
Management,"Align, Plan and Organise",APO05,Manage Portfolio,APO05.04,"Monitor, optimise and report on investment portfolio performance.","5. Provide management reports for senior management’s review of the enterprise’s progress towards identified goals, stating what still needs to be spent and accomplished over what time frames."
Management,"Align, Plan and Organise",APO05,Manage Portfolio,APO05.04,"Monitor, optimise and report on investment portfolio performance.","6. Include in the regular performance monitoring information on the extent to which planned objectives have been achieved, risk mitigated, capabilities created, deliverables obtained and performance targets met."
Management,"Align, Plan and Organise",APO05,Manage Portfolio,APO05.04,"Monitor, optimise and report on investment portfolio performance.","7. Identify deviations for:
• Budget control between actual and budget
• Benefit management of:
– Actual vs. targets for investments for solutions, possibly expressed in terms of ROI, NPV or internal rate of return (IRR)
– The actual trend of service portfolio cost for service delivery productivity improvements"
Management,"Align, Plan and Organise",APO05,Manage Portfolio,APO05.04,"Monitor, optimise and report on investment portfolio performance.","8. Develop metrics for measuring IT’s contribution to the enterprise, and establish appropriate performance targets reflecting the required IT and enterprise capability targets. Use guidance from external experts and benchmark data to develop metrics."
Management,"Align, Plan and Organise",APO05,Manage Portfolio,APO05.05,Maintain portfolios.,"1. Create and maintain portfolios of IT-enabled investment programmes, IT services and IT assets, which form the basis for the current IT budget and support the IT tactical and strategic plans."
Management,"Align, Plan and Organise",APO05,Manage Portfolio,APO05.05,Maintain portfolios.,2. Work with service delivery managers to maintain the service portfolios and with operations managers and architects to maintain the asset portfolios. Prioritise portfolios to support investment decisions.
Management,"Align, Plan and Organise",APO05,Manage Portfolio,APO05.05,Maintain portfolios.,3. Remove the programme from the active investment portfolio when the desired enterprise benefits have been achieved or when it is clear that benefits will not be achieved within the value criteria set for the programme.
Management,"Align, Plan and Organise",APO05,Manage Portfolio,APO05.06,Manage benefits achievement.,"1. Use the agreed-on metrics and track how benefits are achieved, how they evolve throughout the life cycle of programmes and projects, how they are being delivered from IT services, and how they compare to internal and industry benchmarks. Communicate results to stakeholders."
Management,"Align, Plan and Organise",APO05,Manage Portfolio,APO05.06,Manage benefits achievement.,2. Implement corrective action when achieved benefits significantly deviate from expected benefits. Update the business case for new initiatives and implement business process and service improvements as required.
Management,"Align, Plan and Organise",APO05,Manage Portfolio,APO05.06,Manage benefits achievement.,"3. Consider obtaining guidance from external experts, industry leaders and comparative benchmarking data to test and improve the metrics and targets."
Management,"Align, Plan and Organise",APO06,Manage Budget and Costs,APO06.01,Manage finance and accounting.,"1. Define processes, inputs and outputs, and responsibilities in alignment with the enterprise budgeting and cost accounting policies and approach to systematically drive IT budgeting and costing; enable fair, transparent, repeatable and comparable estimation of IT costs and benefits for input to the portfolio of IT-enabled business programmes; and ensure that budgets and costs are maintained in the IT asset and services portfolios."
Management,"Align, Plan and Organise",APO06,Manage Budget and Costs,APO06.01,Manage finance and accounting.,"2. Define a classification scheme to identify all IT-related cost elements, how they are allocated across budgets and services, and how they are captured."
Management,"Align, Plan and Organise",APO06,Manage Budget and Costs,APO06.01,Manage finance and accounting.,3. Use financial and portfolio information to provide input to business cases for new investments in IT assets and services.
Management,"Align, Plan and Organise",APO06,Manage Budget and Costs,APO06.01,Manage finance and accounting.,"4. Define how to analyse, report (to whom and how), and use the budget control and benefit management processes."
Management,"Align, Plan and Organise",APO06,Manage Budget and Costs,APO06.01,Manage finance and accounting.,"5. Establish and maintain practices for financial planning, investment management and decision making, and the optimisation of recurring operational costs to deliver maximum value to the enterprise for the least expenditure."
Management,"Align, Plan and Organise",APO06,Manage Budget and Costs,APO06.02,Prioritise resource allocation.,"1. Establish a decision-making body for prioritising business and IT resources, including use of external service providers within the high-level budget allocations for IT-enabled programmes, IT services and IT assets as established by the strategic and tactical plans. Consider the options for buying or developing capitalised assets and services vs. externally utilised assets and services on a pay-for-use basis."
Management,"Align, Plan and Organise",APO06,Manage Budget and Costs,APO06.02,Prioritise resource allocation.,"2. Rank all IT initiatives based on business cases and strategic and tactical plans, and establish procedures to determine budget allocations and cut-off. Establish a procedure to communicate budget decisions and review them with the business unit budget holders."
Management,"Align, Plan and Organise",APO06,Manage Budget and Costs,APO06.02,Prioritise resource allocation.,"3. Identify, communicate and resolve significant impacts of budget decisions on business cases, portfolios and strategy plans (e.g., when budgets may require revision due to changing enterprise circumstances, when they are not sufficient to support strategic objectives or business case objectives)."
Management,"Align, Plan and Organise",APO06,Manage Budget and Costs,APO06.02,Prioritise resource allocation.,4. Obtain ratification from the executive committee for the overall IT budget changes that negatively impact the entity’s strategic or tactical plans and offer suggested actions to resolve these impacts.
Management,"Align, Plan and Organise",APO06,Manage Budget and Costs,APO06.03,Create and maintain budgets.,"1. Implement a formal IT budget, including all expected IT costs of IT-enabled programmes, IT services and IT assets as directed by the strategy, programmes and portfolios."
Management,"Align, Plan and Organise",APO06,Manage Budget and Costs,APO06.03,Create and maintain budgets.,"2. When creating the budget, consider the following components:
• Alignment with the business
• Alignment with the sourcing strategy
• Authorised sources of funding
• Internal resource costs, including personnel, information assets and accommodations
• Third-party costs, including outsourcing contracts, consultants and service providers
• Capital and operational expenses
• Cost elements that depend on the workload"
Management,"Align, Plan and Organise",APO06,Manage Budget and Costs,APO06.03,Create and maintain budgets.,3. Document the rationale to justify contingencies and review them regularly.
Management,"Align, Plan and Organise",APO06,Manage Budget and Costs,APO06.03,Create and maintain budgets.,"4. Instruct process, service and programme owners, as well as project and asset managers, to plan budgets."
Management,"Align, Plan and Organise",APO06,Manage Budget and Costs,APO06.03,Create and maintain budgets.,5. Review the budget plans and make decisions about budget allocations. Compile and adjust the budget based on changing enterprise needs and financial considerations.
Management,"Align, Plan and Organise",APO06,Manage Budget and Costs,APO06.03,Create and maintain budgets.,"6. Record, maintain and communicate the current IT budget, including committed expenditures and current expenditures, considering IT projects recorded in the IT-enabled investment portfolios and operation and maintenance of asset and service portfolios."
Management,"Align, Plan and Organise",APO06,Manage Budget and Costs,APO06.03,Create and maintain budgets.,"7. Monitor the effectiveness of the different aspects of budgeting and use the results to implement improvements to ensure that future budgets are more accurate, reliable and cost-effective."
Management,"Align, Plan and Organise",APO06,Manage Budget and Costs,APO06.04,Model and allocate costs.,"1. Categorise all IT costs appropriately, including those relating to service providers, according to the enterprise management accounting framework."
Management,"Align, Plan and Organise",APO06,Manage Budget and Costs,APO06.04,Model and allocate costs.,2. Inspect service definition catalogues to identify services subject to user chargeback and those that are shared services.
Management,"Align, Plan and Organise",APO06,Manage Budget and Costs,APO06.04,Model and allocate costs.,"3. Define and agree on a model that:
• Supports the calculation of chargeback rates per service
• Defines how IT costs will be calculated/charged
• Is differentiated, where and when appropriate
• Is aligned with the IT budget"
Management,"Align, Plan and Organise",APO06,Manage Budget and Costs,APO06.04,Model and allocate costs.,"4. Design the cost model to be transparent enough to allow users to identify their actual usage and charges, and to better enable predictability of IT costs and efficient and effective utilisation of IT resources."
Management,"Align, Plan and Organise",APO06,Manage Budget and Costs,APO06.04,Model and allocate costs.,"5. After review with user departments, obtain approval and communicate the IT costing model inputs and outputs to the management of user departments."
Management,"Align, Plan and Organise",APO06,Manage Budget and Costs,APO06.04,Model and allocate costs.,6. Communicate changes in the cost/chargeback model with enterprise process owners.
Management,"Align, Plan and Organise",APO06,Manage Budget and Costs,APO06.05,Manage costs.,"1. Ensure proper authority and independence between IT budget holders and the individuals who capture, analyse and report financial information."
Management,"Align, Plan and Organise",APO06,Manage Budget and Costs,APO06.05,Manage costs.,2. Establish time scales for the operation of the cost management process in line with budgeting and accounting requirements.
Management,"Align, Plan and Organise",APO06,Manage Budget and Costs,APO06.05,Manage costs.,"3. Define a method for the collection of relevant data to identify deviations for:
• Budget control between actual and budget
• Benefit management of:
– Actual vs. targets for investments for solutions; possibly expressed in terms of ROI, NPV or IRR
– The actual trend of service cost for cost optimisation of services (e.g., defined as cost per user)
– Actual vs. budget for responsiveness and predictability improvements of solutions delivery
• Cost distribution between direct and indirect (absorbed and unabsorbed) costs"
Management,"Align, Plan and Organise",APO06,Manage Budget and Costs,APO06.05,Manage costs.,4. Define how costs are consolidated for the appropriate levels in the enterprise and how they will be presented to the stakeholders. The reports provide information to enable the timely identification of required corrective actions.
Management,"Align, Plan and Organise",APO06,Manage Budget and Costs,APO06.05,Manage costs.,"5. Instruct those responsible for cost management to capture, collect and consolidate the data, and present and report the data to the appropriate budget owners. Budget analysts and owners jointly analyse deviations and compare performance to internal and industry benchmarks. The result of the analysis provides an explanation of significant deviations and the suggested corrective actions."
Management,"Align, Plan and Organise",APO06,Manage Budget and Costs,APO06.05,Manage costs.,6. Ensure that the appropriate levels of management review the results of the analysis and approve suggested corrective actions.
Management,"Align, Plan and Organise",APO06,Manage Budget and Costs,APO06.05,Manage costs.,"7. Align IT budgets and services to the IT infrastructure, enterprise processes and owners who use them."
Management,"Align, Plan and Organise",APO06,Manage Budget and Costs,APO06.05,Manage costs.,8. Ensure that changes in cost structures and enterprise needs are identified and budgets and forecasts are revised as required.
Management,"Align, Plan and Organise",APO06,Manage Budget and Costs,APO06.05,Manage costs.,"9. At regular intervals, and especially when budgets are cut due to financial constraints, identify ways to optimise costs and introduce efficiencies without jeopardising services."
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.01,Maintain adequate and appropriate staffing.,"1. Evaluate staffing requirements on a regular basis or upon major changes to ensure that the:
• IT function has sufficient resources to adequately and appropriately support enterprise goals and objectives
• Enterprise has sufficient resources to adequately and appropriately support business processes and controls and IT-enabled initiatives"
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.01,Maintain adequate and appropriate staffing.,2. Maintain business and IT personnel recruitment and retention processes in line with the overall enterprise’s personnel policies and procedures.
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.01,Maintain adequate and appropriate staffing.,"3. Include background checks in the IT recruitment process for employees, contractors and vendors. The extent and frequency of these checks should depend on the sensitivity and/or criticality of the function."
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.01,Maintain adequate and appropriate staffing.,"4. Establish flexible resource arrangements to support changing business needs, such as the use of transfers, external contractors and third-party service arrangements."
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.01,Maintain adequate and appropriate staffing.,5. Ensure that cross-training takes place and there is backup to key staff to reduce single-person dependency.
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.02,Identify key IT personnel.,"1. Minimise reliance on a single individual performing a critical job function through knowledge capture (documentation), knowledge sharing, succession planning, staff backup, cross-training and job rotation initiatives."
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.02,Identify key IT personnel.,"2. As a security precaution, provide guidelines on a minimum time of annual vacation to be taken by key individuals."
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.02,Identify key IT personnel.,"3. Take expedient actions regarding job changes, especially job terminations."
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.02,Identify key IT personnel.,4. Regularly test staff backup plans.
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.03,Maintain the skills and competencies of personnel.,"1. Define the required and currently available skills and competencies of internal and external resources to achieve enterprise, IT and process goals."
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.03,Maintain the skills and competencies of personnel.,"2. Provide formal career planning and professional development to encourage competency development, opportunities for personal advancement and reduced dependence on key individuals."
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.03,Maintain the skills and competencies of personnel.,3. Provide access to knowledge repositories to support the development of skills and competencies.
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.03,Maintain the skills and competencies of personnel.,"4. Identify gaps between required and available skills and develop action plans to address them on an individual and collective basis, such as training (technical and behavioural skills), recruitment, redeployment and changed sourcing strategies."
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.03,Maintain the skills and competencies of personnel.,"5. Develop and deliver training programmes based on organisational and process requirements, including requirements for enterprise knowledge, internal control, ethical conduct and security."
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.03,Maintain the skills and competencies of personnel.,6. Conduct regular reviews to assess the evolution of the skills and competencies of the internal and external resources. Review succession planning.
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.03,Maintain the skills and competencies of personnel.,"7. Review training materials and programmes on a regular basis to ensure adequacy with respect to changing enterprise requirements and their impact on necessary knowledge, skills and abilities."
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.04,Evaluate employee job performance.,1. Consider functional/enterprise goals as the context for setting individual goals.
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.04,Evaluate employee job performance.,"2. Set individual goals aligned with the relevant process goals so that there is a clear contribution to IT and enterprise goals. Base goals on SMART objectives (specific, measurable, achievable, relevant and time-bound) that reflect core competencies, enterprise values and skills required for the role(s)."
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.04,Evaluate employee job performance.,3. Compile 360-degree performance evaluation results.
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.04,Evaluate employee job performance.,4. Implement and communicate a disciplinary process.
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.04,Evaluate employee job performance.,"5. Provide specific instructions for the use and storage of personal information in the evaluation process, in compliance with applicable personal data and employment legislation."
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.04,Evaluate employee job performance.,6. Provide timely feedback regarding performance against the individual’s goals.
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.04,Evaluate employee job performance.,"7. Implement a remuneration/recognition process that rewards appropriate commitment, competency development and successful attainment of performance goals. Ensure that the process is applied consistently and in line with organisational policies."
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.04,Evaluate employee job performance.,8. Develop performance improvement plans based on the results of the evaluation process and identified training and skills development requirements.
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.05,Plan and track the usage of IT and business human resources.,1. Create and maintain an inventory of business and IT human resources.
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.05,Plan and track the usage of IT and business human resources.,"2. Understand the current and future demand for human resources to support the achievement of IT objectives and to deliver services and solutions based on the portfolio of current IT-related initiatives, the future investment portfolio and day-to-day operational needs."
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.05,Plan and track the usage of IT and business human resources.,"3. Identify shortfalls and provide input into sourcing plans as well as enterprise and IT recruitment processes. Create and review the staffing plan, keeping track of actual usage."
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.05,Plan and track the usage of IT and business human resources.,"4. Maintain adequate information on the time spent on different tasks, assignments, services or projects."
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.06,Manage contract staff.,"1. Implement policies and procedures that describe when, how and what type of work can be performed or augmented by consultants and/or contractors, in accordance with the organisation’s enterprisewide IT procurement policy and the IT control framework."
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.06,Manage contract staff.,"2. Obtain formal agreement from contractors at the commencement of the contract that they are required to comply with the enterprise’s IT control framework, such as policies for security clearance, physical and logical access control, use of facilities, information confidentiality requirements, and non-disclosure agreements."
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.06,Manage contract staff.,"3. Advise contractors that management reserves the right to monitor and inspect all usage of IT resources, including email, voice communications, and all programs and data files."
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.06,Manage contract staff.,"4. Provide contractors with a clear definition of their roles and responsibilities as part of their contracts, including explicit requirements to document their work to agreed-on standards and formats."
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.06,Manage contract staff.,5. Review contractors’ work and base the approval of payments on the results.
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.06,Manage contract staff.,6. Define all work performed by external parties in formal and unambiguous contracts.
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.06,Manage contract staff.,7. Conduct periodic reviews to ensure that contract staff have signed and agreed on all necessary agreements.
Management,"Align, Plan and Organise",APO07,Manage Human Resources,APO07.06,Manage contract staff.,8. Conduct periodic reviews to ensure that contractors’ roles and access rights are appropriate and in line with agreements.
Management,"Align, Plan and Organise",APO08,Manage Relationships,APO08.01,Understand business expectations.,"1. Identify business stakeholders, their interests and their areas of responsibilities."
Management,"Align, Plan and Organise",APO08,Manage Relationships,APO08.01,Understand business expectations.,"2. Review current enterprise direction, issues, strategic objectives, and alignment with enterprise architecture."
Management,"Align, Plan and Organise",APO08,Manage Relationships,APO08.01,Understand business expectations.,3. Maintain an awareness of business processes and associated activities and understand demand patterns that relate to service volumes and use.
Management,"Align, Plan and Organise",APO08,Manage Relationships,APO08.01,Understand business expectations.,4. Clarify business expectations for IT-enabled services and solutions and ensure that requirements are defined with associated business acceptance criteria and metrics.
Management,"Align, Plan and Organise",APO08,Manage Relationships,APO08.01,Understand business expectations.,"5. Confirm agreement of business expectations, acceptance criteria and metrics to relevant parts of IT by all stakeholders."
