Area,Domain,Objective ID,Objective,Practice ID,Practice Name,Activity
Management,"Align, Plan and Organize",APO07,Managed Human Resources,APO07.04,Assess and recognize/reward employee job performance.,3.  Provide timely feedback regarding performance against the individual’s goals.
Management,"Align, Plan and Organize",APO07,Managed Human Resources,APO07.04,Assess and recognize/reward employee job performance.,"4.  Provide specific instructions for the use and storage of personal information in the evaluation process, in compliance with applicable personal data and employment legislation."
Management,"Align, Plan and Organize",APO07,Managed Human Resources,APO07.04,Assess and recognize/reward employee job performance.,5.  Compile 360-degree performance evaluation results.
Management,"Align, Plan and Organize",APO07,Managed Human Resources,APO07.04,Assess and recognize/reward employee job performance.,6.  Provide formal career planning and professional development plans based on the results of the evaluation process to encourage competency development and opportunities for personal advancement and to reduce dependence on key individuals. Provide employee coaching on performance and conduct whenever appropriate.
Management,"Align, Plan and Organize",APO07,Managed Human Resources,APO07.04,Assess and recognize/reward employee job performance.,"7.  Implement a remuneration/recognition process that rewards appropriate commitment, competency development and successful attainment of performance goals. Ensure that the process is applied consistently and in line with organizational policies."
Management,"Align, Plan and Organize",APO07,Managed Human Resources,APO07.04,Assess and recognize/reward employee job performance.,8.  Implement and communicate a disciplinary process.
Management,"Align, Plan and Organize",APO07,Managed Human Resources,APO07.05,Plan and track the usage of IT and business human resources.,1.  Create and maintain an inventory of business and IT human resources.
Management,"Align, Plan and Organize",APO07,Managed Human Resources,APO07.05,Plan and track the usage of IT and business human resources.,"2.  Understand the current and future demand for human resources to support the achievement of I&T objectives and to deliver services and solutions based on the portfolio of current I&T-related initiatives, the future investment portfolio and day-to-day operational needs."
Management,"Align, Plan and Organize",APO07,Managed Human Resources,APO07.05,Plan and track the usage of IT and business human resources.,"3.  Identify shortfalls and provide input into sourcing plans as well as enterprise and IT recruitment processes. Create and review the staffing plan, keeping track of actual usage."
Management,"Align, Plan and Organize",APO07,Managed Human Resources,APO07.05,Plan and track the usage of IT and business human resources.,"4.  Maintain adequate information on the time spent on different tasks, assignments, services or projects."
Management,"Align, Plan and Organize",APO07,Managed Human Resources,APO07.06,Manage contract staff.,1.  Implement contract staff policies and procedures.
Management,"Align, Plan and Organize",APO07,Managed Human Resources,APO07.06,Manage contract staff.,"2.  At the commencement of the contract, obtain formal agreement from contractors that they are required to comply with the enterprise’s I&T control framework, such as policies for security clearance, physical and logical access control, use of facilities, information confidentiality requirements, and nondisclosure agreements."
Management,"Align, Plan and Organize",APO07,Managed Human Resources,APO07.06,Manage contract staff.,"3.  Advise contractors that management reserves the right to monitor and inspect all usage of IT resources, including email, voice communications, and all programs and data files."
Management,"Align, Plan and Organize",APO07,Managed Human Resources,APO07.06,Manage contract staff.,"4.  As part of their contracts, provide contractors with a clear definition of their roles and responsibilities, including explicit requirements to document their work to agreed standards and formats."
Management,"Align, Plan and Organize",APO07,Managed Human Resources,APO07.06,Manage contract staff.,5.  Review contractors’ work and base the approval of payments on the results.
Management,"Align, Plan and Organize",APO07,Managed Human Resources,APO07.06,Manage contract staff.,"6.  In formal and unambiguous contracts, define all work performed by external parties."
Management,"Align, Plan and Organize",APO07,Managed Human Resources,APO07.06,Manage contract staff.,7.  Conduct periodic reviews to ensure that contract staff have signed and agreed on all necessary agreements.
Management,"Align, Plan and Organize",APO07,Managed Human Resources,APO07.06,Manage contract staff.,8.  Conduct periodic reviews to ensure that contractors’ roles and access rights are appropriate and in line with agreements.
Management,"Align, Plan and Organize",APO08,Managed Relationships,APO08.01,Understand business expectations.,"1.  Identify business stakeholders, their interests and their areas of responsibilities."
Management,"Align, Plan and Organize",APO08,Managed Relationships,APO08.01,Understand business expectations.,"2.  Review current enterprise direction, issues, strategic objectives, and alignment with enterprise architecture."
Management,"Align, Plan and Organize",APO08,Managed Relationships,APO08.01,Understand business expectations.,"3.  Understand the current business environment, process constraints or issues, geographical expansion or contraction, and industry/regulatory drivers."
Management,"Align, Plan and Organize",APO08,Managed Relationships,APO08.01,Understand business expectations.,4.  Maintain an awareness of business processes and associated activities. Understand demand patterns that relate to service volumes and use.
Management,"Align, Plan and Organize",APO08,Managed Relationships,APO08.01,Understand business expectations.,"5.  Manage expectations by ensuring that business units understand priorities, dependencies, financial constraints and the need to schedule requests."
Management,"Align, Plan and Organize",APO08,Managed Relationships,APO08.01,Understand business expectations.,6.  Clarify business expectations for I&T-enabled services and solutions. Ensure that requirements are defined with associated business acceptance criteria and metrics.
Management,"Align, Plan and Organize",APO08,Managed Relationships,APO08.01,Understand business expectations.,7.  Confirm that there is agreement between IT and all business departments on expectations and how they will be measured. Ensure that this agreement is confirmed by all stakeholders.
Management,"Align, Plan and Organize",APO08,Managed Relationships,APO08.02,Align I&T strategy with business expectations and identify opportunities for IT to enhance the business.,"1.  Position IT as a partner to the business. Play a proactive role in identifying and communicating with key stakeholders on opportunities, risk and constraints. This includes current and emerging technologies, services and business process models."
Management,"Align, Plan and Organize",APO08,Managed Relationships,APO08.02,Align I&T strategy with business expectations and identify opportunities for IT to enhance the business.,"2.  Collaborate on major new initiatives with portfolio, program and project management. Ensure the involvement of the IT organization from the start of a new initiative by providing value-add advice and recommendations (e.g., for business case development, requirements definition, solution design) and by taking ownership for I&T work streams."
Management,"Align, Plan and Organize",APO08,Managed Relationships,APO08.03,Manage the business relationship.,"1.  Assign a relationship manager as a single point of contact for each significant business unit. Ensure that a single counterpart is identified in the business organization and the counterpart has business understanding, sufficient technology awareness and the appropriate level of authority."
Management,"Align, Plan and Organize",APO08,Managed Relationships,APO08.03,Manage the business relationship.,2.  Manage the relationship in a formalized and transparent way that ensures a focus on achieving a common and shared goal of successful enterprise outcomes in support of strategic goals and within the constraint of budgets and risk tolerance.
Management,"Align, Plan and Organize",APO08,Managed Relationships,APO08.03,Manage the business relationship.,3.  Define and communicate a complaints and escalation procedure to resolve any relationship issues.
Management,"Align, Plan and Organize",APO08,Managed Relationships,APO08.03,Manage the business relationship.,4.  Ensure that key decisions are agreed and approved by relevant accountable stakeholders.
Management,"Align, Plan and Organize",APO08,Managed Relationships,APO08.03,Manage the business relationship.,"5.  Plan specific interactions and schedules based on mutually agreed objectives and common language (service and performance review meetings, review of new strategies or plans, etc.)."
Management,"Align, Plan and Organize",APO08,Managed Relationships,APO08.04,Coordinate and communicate.,"1.  Coordinate and communicate changes and transition activities such as project or change plans, schedules, release policies, release known errors, and training awareness."
Management,"Align, Plan and Organize",APO08,Managed Relationships,APO08.04,Coordinate and communicate.,"2.  Coordinate and communicate operational activities, roles and responsibilities, including the definition of request types, hierarchical escalation, major outages (planned and unplanned), and content and frequency of service reports."
Management,"Align, Plan and Organize",APO08,Managed Relationships,APO08.04,Coordinate and communicate.,3.  Take ownership of the response to the business for major events that may influence the relationship with the business. Provide direct support if required.
Management,"Align, Plan and Organize",APO08,Managed Relationships,APO08.04,Coordinate and communicate.,"4.  Maintain an end-to-end communication plan that defines the content, frequency and recipients of service delivery information, including status of value delivered and any risk identified."
Management,"Align, Plan and Organize",APO08,Managed Relationships,APO08.05,Provide input to the continual improvement of services.,1.  Perform customer and provider satisfaction analysis. Ensure that issues are addressed; report results and status.
Management,"Align, Plan and Organize",APO08,Managed Relationships,APO08.05,Provide input to the continual improvement of services.,"2.  Work together to identify, communicate and implement improvement initiatives."
Management,"Align, Plan and Organize",APO08,Managed Relationships,APO08.05,Provide input to the continual improvement of services.,3.  Work with service management and process owners to ensure that I&T-enabled services and service management processes are continually improved and the root causes of any issues are identified and resolved.
Management,"Align, Plan and Organize",APO09,Managed Service Agreements,APO09.01,Identify I&T services.,1.  Assess current I&T services and service levels to identify gaps between existing services and the business activities they support. Identify areas for improvement of existing services and service level options.
Management,"Align, Plan and Organize",APO09,Managed Service Agreements,APO09.01,Identify I&T services.,"2.  Analyze, study and estimate future demand and confirm capacity of existing I&T-enabled services."
Management,"Align, Plan and Organize",APO09,Managed Service Agreements,APO09.01,Identify I&T services.,3.  Analyze business process activities to identify the need for new or redesigned I&T services.
Management,"Align, Plan and Organize",APO09,Managed Service Agreements,APO09.01,Identify I&T services.,"4.  Compare identified requirements to existing service components in the portfolio. If possible, package existing service components (I&T services, service level options and service packages) into new service packages to meet identified business requirements."
Management,"Align, Plan and Organize",APO09,Managed Service Agreements,APO09.01,Identify I&T services.,5.  Regularly review the portfolio of I&T services with portfolio management and business relationship management to identify obsolete services. Agree on retirement and propose change.
Management,"Align, Plan and Organize",APO09,Managed Service Agreements,APO09.01,Identify I&T services.,"6.  Where possible, match demands to service packages and create standardized services to obtain overall efficiencies."
Management,"Align, Plan and Organize",APO09,Managed Service Agreements,APO09.02,Catalog I&T-enabled services.,"1.  Publish in catalogues relevant live I&T-enabled services, service packages and service level options from the portfolio."
Management,"Align, Plan and Organize",APO09,Managed Service Agreements,APO09.02,Catalog I&T-enabled services.,2.  Continually ensure that the service components in the portfolio and the related service catalogues are complete and up to date.
Management,"Align, Plan and Organize",APO09,Managed Service Agreements,APO09.02,Catalog I&T-enabled services.,3.  Inform business relationship management of any updates to the service catalogues.
Management,"Align, Plan and Organize",APO09,Managed Service Agreements,APO09.03,Define and prepare service agreements.,"1.  Analyze requirements for new or changed service agreements received from business relationship management to ensure that the requirements can be matched. Consider aspects such as service times, availability, performance, capacity, security, privacy, continuity, compliance and regulatory issues, usability, demand constraints, and data quality."
Management,"Align, Plan and Organize",APO09,Managed Service Agreements,APO09.03,Define and prepare service agreements.,"2.  Draft customer service agreements based on the services, service packages and service level options in the relevant service catalogues."
Management,"Align, Plan and Organize",APO09,Managed Service Agreements,APO09.03,Define and prepare service agreements.,3.  Finalize customer service agreements with business relationship management.
Management,"Align, Plan and Organize",APO09,Managed Service Agreements,APO09.03,Define and prepare service agreements.,"4.  Determine, agree on and document internal operational agreements to underpin the customer service agreements, if applicable."
Management,"Align, Plan and Organize",APO09,Managed Service Agreements,APO09.03,Define and prepare service agreements.,"5.  Liaise with supplier management to ensure that appropriate commercial contracts with external service providers underpin the customer service agreements, if applicable."
Management,"Align, Plan and Organize",APO09,Managed Service Agreements,APO09.04,Monitor and report service levels.,1.  Establish and maintain measures to monitor and collect service level data.
Management,"Align, Plan and Organize",APO09,Managed Service Agreements,APO09.04,Monitor and report service levels.,"2.  Evaluate performance and provide regular and formal reporting of service agreement performance, including deviations from the agreed values. Distribute this report to business relationship management."
Management,"Align, Plan and Organize",APO09,Managed Service Agreements,APO09.04,Monitor and report service levels.,3.  Perform regular reviews to forecast and identify trends in service level performance. Incorporate quality management practices in the service monitoring.
Management,"Align, Plan and Organize",APO09,Managed Service Agreements,APO09.04,Monitor and report service levels.,4.  Provide the appropriate management information to aid performance management.
Management,"Align, Plan and Organize",APO09,Managed Service Agreements,APO09.04,Monitor and report service levels.,5.  Agree on action plans and remediations for any performance issues or negative trends.
Management,"Align, Plan and Organize",APO09,Managed Service Agreements,APO09.05,Review service agreements and contracts.,"1.  Regularly review service agreements according to the agreed terms to ensure that they are effective and up to date. When appropriate, take into account changes in requirements, I&T-enabled services, service packages or service level options."
Management,"Align, Plan and Organize",APO09,Managed Service Agreements,APO09.05,Review service agreements and contracts.,"2.  When needed, revise the existing service agreement with the service provider. Agree on and update the internal operational agreements."
Management,"Align, Plan and Organize",APO10,Managed Vendors,APO10.01,Identify and evaluate vendor relationships and contracts.,"1.  Continuously scan the enterprise landscape in search for new partners and vendors that can provide complementary capabilities and support the realization of the I&T strategy, road map and enterprise objectives."
Management,"Align, Plan and Organize",APO10,Managed Vendors,APO10.01,Identify and evaluate vendor relationships and contracts.,"2.  Establish and maintain criteria relating to type, significance and criticality of vendors and vendor contracts, enabling a focus on preferred and important vendors."
Management,"Align, Plan and Organize",APO10,Managed Vendors,APO10.01,Identify and evaluate vendor relationships and contracts.,"3.  Identify, record and categorize existing vendors and contracts according to defined criteria to maintain a detailed register of preferred vendors that need to be managed carefully."
Management,"Align, Plan and Organize",APO10,Managed Vendors,APO10.01,Identify and evaluate vendor relationships and contracts.,4.  Establish and maintain vendor and contract evaluation criteria to enable overall review and comparison of vendor performance in a consistent way.
Management,"Align, Plan and Organize",APO10,Managed Vendors,APO10.01,Identify and evaluate vendor relationships and contracts.,5.  Periodically evaluate and compare the performance of existing and alternative vendors to identify opportunities or a compelling need to reconsider current vendor contracts.
Management,"Align, Plan and Organize",APO10,Managed Vendors,APO10.02,Select vendors.,"1.  Review all requests for information (RFIs) and requests for proposals (RFPs) to ensure that they clearly define requirements (e.g., enterprise requirements for security and privacy of information, operational business and I&T processing requirements, priorities for service delivery) and include a procedure to clarify requirements. The RFIs and RFPs should allow vendors sufficient time to prepare their proposals and should clearly define award criteria and the decision process."
Management,"Align, Plan and Organize",APO10,Managed Vendors,APO10.02,Select vendors.,2.  Evaluate RFIs and RFPs in accordance with the approved evaluation process/criteria and maintain documentary evidence of the evaluations. Verify the references of candidate vendors.
Management,"Align, Plan and Organize",APO10,Managed Vendors,APO10.02,Select vendors.,"3.  Select the vendor that best fits the RFP. Document and communicate the decision, and sign the contract."
Management,"Align, Plan and Organize",APO10,Managed Vendors,APO10.02,Select vendors.,"4.  In the specific case of software acquisition, include and enforce the rights and obligations of all parties in the contractual terms. These rights and obligations may include ownership and licensing of IP; maintenance; warranties; arbitration procedures; upgrade terms; and fit for purpose, including security, privacy, escrow and access rights."
Management,"Align, Plan and Organize",APO10,Managed Vendors,APO10.02,Select vendors.,"5.  In the specific case of acquisition of development resources, include and enforce the rights and obligations of all parties in the contractual terms. These rights and obligations may include ownership and licensing of IP; fit for purpose, including development methodologies; testing; quality management processes, including required performance criteria; performance reviews; basis for payment; warranties; arbitration procedures; human resource management; and compliance with the enterprise’s policies."
Management,"Align, Plan and Organize",APO10,Managed Vendors,APO10.02,Select vendors.,6.  Obtain legal advice on resource development acquisition agreements regarding ownership and licensing of IP.
Management,"Align, Plan and Organize",APO10,Managed Vendors,APO10.02,Select vendors.,"7.  In the specific case of acquisition of infrastructure, facilities and related services, include and enforce the rights and obligations of all parties in the contractual terms. These rights and obligations may include service levels, maintenance procedures, access controls, security, privacy, performance review, basis for payment and arbitration procedures."
Management,"Align, Plan and Organize",APO10,Managed Vendors,APO10.03,Manage vendor relationships and contracts.,1.  Assign relationship owners for all vendors and make them accountable for the quality of service(s) provided.
Management,"Align, Plan and Organize",APO10,Managed Vendors,APO10.03,Manage vendor relationships and contracts.,"2.  Specify a formal communication and review process, including vendor interactions and schedules. "
Management,"Align, Plan and Organize",APO10,Managed Vendors,APO10.03,Manage vendor relationships and contracts.,"3.  Agree on, manage, maintain and renew formal contracts with the vendor. Ensure that contracts conform to enterprise standards and legal and regulatory requirements."
Management,"Align, Plan and Organize",APO10,Managed Vendors,APO10.03,Manage vendor relationships and contracts.,4.  Include provisions in contracts with key service vendors for review of the vendor site and internal practices and controls by management or independent third parties. Agree on independent audit and assurance controls of the operational environments of vendors providing outsourced services to confirm that agreed requirements are being adequately addressed.
Management,"Align, Plan and Organize",APO10,Managed Vendors,APO10.03,Manage vendor relationships and contracts.,"5.  Use established procedures to deal with contract disputes. Whenever possible, first use effective relationships and communications to overcome service problems."
Management,"Align, Plan and Organize",APO10,Managed Vendors,APO10.03,Manage vendor relationships and contracts.,"6.  Define and formalize roles and responsibilities for each service vendor. Where several vendors combine to provide a service, consider allocating a lead contractor role to one of the vendors to take responsibility for an overall contract."
Management,"Align, Plan and Organize",APO10,Managed Vendors,APO10.03,Manage vendor relationships and contracts.,7.  Evaluate the effectiveness of the relationship and identify necessary improvements.
Management,"Align, Plan and Organize",APO10,Managed Vendors,APO10.03,Manage vendor relationships and contracts.,"8.  Define, communicate and agree on ways to implement required improvements to the relationship."
Management,"Align, Plan and Organize",APO10,Managed Vendors,APO10.04,Manage vendor risk.,"1.  When preparing the contract, provide for potential service risk by clearly defining service requirements, including software escrow agreements, alternative vendors or standby agreements to mitigate possible vendor failure; security and protection of IP; privacy; and any legal or regulatory requirements."
Management,"Align, Plan and Organize",APO10,Managed Vendors,APO10.04,Manage vendor risk.,"2.  Identify, monitor and, where appropriate, manage risk relating to the vendor’s ability to deliver service efficiently, effectively, securely, confidentially, reliably and continually. Integrate critical internal IT management processes with those of the outsourced service providers, covering, for example, performance and capacity planning, change management, and configuration management."
Management,"Align, Plan and Organize",APO10,Managed Vendors,APO10.04,Manage vendor risk.,"3.  Assess the larger ecosystem of the vendor and identify, monitor, and, where appropriate, manage risk related to the subcontractors and upstream vendors influencing the vendor's ability to deliver service efficiently, effectively, securely, reliably and continually."
Management,"Align, Plan and Organize",APO10,Managed Vendors,APO10.05,Monitor vendor performance and compliance.,"1.  Request independent reviews of vendor internal practices and controls, if necessary."
Management,"Align, Plan and Organize",APO10,Managed Vendors,APO10.05,Monitor vendor performance and compliance.,2.  Define and document criteria to monitor vendor performance aligned with service level agreements. Ensure that the vendor regularly and transparently reports on agreed criteria.
Management,"Align, Plan and Organize",APO10,Managed Vendors,APO10.05,Monitor vendor performance and compliance.,"3.  Monitor and review service delivery to ensure that the vendor is providing an acceptable quality of service, meeting requirements and adhering to contract conditions."
Management,"Align, Plan and Organize",APO10,Managed Vendors,APO10.05,Monitor vendor performance and compliance.,"4.  Review vendor performance and value for money. Ensure that the vendor is reliable and competitive, compared with alternative vendors and market conditions."
Management,"Align, Plan and Organize",APO10,Managed Vendors,APO10.05,Monitor vendor performance and compliance.,5.  Monitor and evaluate externally available information about the vendor and the vendor's supply chain.
Management,"Align, Plan and Organize",APO10,Managed Vendors,APO10.05,Monitor vendor performance and compliance.,6.  Record and assess review results periodically and discuss them with the vendor to identify needs and opportunities for improvement.
Management,"Align, Plan and Organize",APO11,Managed Quality,APO11.01,Establish a quality management system (QMS).,"1.  Ensure that the I&T control framework and the business and IT processes include a standard, formal and continuous approach to quality management that is aligned with enterprise requirements. Within the I&T control framework and the business and IT processes, identify quality requirements and criteria (e.g., based on legal requirements and requirements from customers)."
Management,"Align, Plan and Organize",APO11,Managed Quality,APO11.01,Establish a quality management system (QMS).,"2.  Define roles, tasks, decision rights and responsibilities for quality management in the organizational structure."
Management,"Align, Plan and Organize",APO11,Managed Quality,APO11.01,Establish a quality management system (QMS).,3.  Obtain input from management and external and internal stakeholders on the definition of quality requirements and quality management criteria.
Management,"Align, Plan and Organize",APO11,Managed Quality,APO11.01,Establish a quality management system (QMS).,"4.  Regularly monitor and review the QMS against agreed acceptance criteria. Include feedback from customers, users and management. "
Management,"Align, Plan and Organize",APO11,Managed Quality,APO11.01,Establish a quality management system (QMS).,5.  Respond to discrepancies in review results to continuously improve the QMS.
Management,"Align, Plan and Organize",APO11,Managed Quality,APO11.02,Focus quality management on customers.,1.  Focus quality management on customers by determining internal and external customer requirements and ensuring alignment of the I&T standards and practices. Define and communicate roles and responsibilities concerning conflict resolution between the user/customer and the IT organization.
Management,"Align, Plan and Organize",APO11,Managed Quality,APO11.02,Focus quality management on customers.,"2.  Manage the business needs and expectations for each business process, IT operational service and new solutions. Maintain their quality acceptance criteria."
Management,"Align, Plan and Organize",APO11,Managed Quality,APO11.02,Focus quality management on customers.,3.  Communicate customer requirements and expectations throughout the business and IT organization.
Management,"Align, Plan and Organize",APO11,Managed Quality,APO11.02,Focus quality management on customers.,4.  Periodically obtain customer views on business process and service provisioning and IT solution delivery. Determine the impact on I&T standards and practices and ensure that customer expectations are met and actioned.
Management,"Align, Plan and Organize",APO11,Managed Quality,APO11.02,Focus quality management on customers.,5.  Capture quality acceptance criteria for inclusion in SLAs.
Management,"Align, Plan and Organize",APO11,Managed Quality,APO11.03,"Manage quality standards, practices and procedures and integrate quality management into key processes and solutions.","1.  Define the quality management standards, practices and procedures in line with the I&T control framework’s requirements and enterprise quality management criteria and policies. "
Management,"Align, Plan and Organize",APO11,Managed Quality,APO11.03,"Manage quality standards, practices and procedures and integrate quality management into key processes and solutions.",2.  Integrate the required quality management practices in key processes and solutions across the organization.
Management,"Align, Plan and Organize",APO11,Managed Quality,APO11.03,"Manage quality standards, practices and procedures and integrate quality management into key processes and solutions.",3.  Consider the benefits and costs of quality certifications.
Management,"Align, Plan and Organize",APO11,Managed Quality,APO11.03,"Manage quality standards, practices and procedures and integrate quality management into key processes and solutions.","4.  Effectively communicate the quality management approach (e.g., through regular, formal quality training programs)."
Management,"Align, Plan and Organize",APO11,Managed Quality,APO11.03,"Manage quality standards, practices and procedures and integrate quality management into key processes and solutions.",5.  Record and monitor quality data. Use industry good practices for reference when improving and tailoring the enterprise's quality practices.
Management,"Align, Plan and Organize",APO11,Managed Quality,APO11.03,"Manage quality standards, practices and procedures and integrate quality management into key processes and solutions.","6.  Regularly review the continued relevance, efficiency and effectiveness of specific quality management processes. Monitor the achievement of quality objectives."
Management,"Align, Plan and Organize",APO11,Managed Quality,APO11.04,"Perform quality monitoring, control and reviews.",1.  Prepare and conduct quality reviews for key organizational processes and solutions.
Management,"Align, Plan and Organize",APO11,Managed Quality,APO11.04,"Perform quality monitoring, control and reviews.","2.  For these key organizational processes and solutions, monitor goal-driven quality metrics aligned to overall quality objectives."
Management,"Align, Plan and Organize",APO11,Managed Quality,APO11.04,"Perform quality monitoring, control and reviews.",3.  Ensure that management and process owners regularly review quality management performance against defined quality metrics.
Management,"Align, Plan and Organize",APO11,Managed Quality,APO11.04,"Perform quality monitoring, control and reviews.",4.  Analyze overall quality management performance results.
Management,"Align, Plan and Organize",APO11,Managed Quality,APO11.04,"Perform quality monitoring, control and reviews.",5.  Report the quality management performance review results and initiate improvements where appropriate.
Management,"Align, Plan and Organize",APO11,Managed Quality,APO11.05,Maintain continuous improvement.,1.  Establish a platform to share good practices and capture information on defects and mistakes to enable learning from them.
Management,"Align, Plan and Organize",APO11,Managed Quality,APO11.05,Maintain continuous improvement.,2.  Identify examples of excellent quality delivery processes that can benefit other services or projects. Share these with the service and project delivery teams to encourage improvement.
Management,"Align, Plan and Organize",APO11,Managed Quality,APO11.05,Maintain continuous improvement.,"3.  Identify recurring examples of quality defects. Determine their root cause, evaluate their impact and result, and agree on improvement actions with the service and/or project delivery teams."
Management,"Align, Plan and Organize",APO11,Managed Quality,APO11.05,Maintain continuous improvement.,4.  Provide employees with training in the methods and tools of continual improvement.
Management,"Align, Plan and Organize",APO11,Managed Quality,APO11.05,Maintain continuous improvement.,"5.  Benchmark the results of the quality reviews against internal historical data, industry guidelines, standards and data from similar types of enterprises."
Management,"Align, Plan and Organize",APO12,Managed Risk,APO12.01,Collect data.,"1.  Establish and maintain a method for the collection, classification and analysis of I&T risk-related data."
Management,"Align, Plan and Organize",APO12,Managed Risk,APO12.01,Collect data.,2.  Record relevant and significant I&T risk-related data on the enterprise’s internal and external operating environment.
Management,"Align, Plan and Organize",APO12,Managed Risk,APO12.01,Collect data.,3.  Adopt or define a risk taxonomy for consistent definitions of risk scenarios and impact and likelihood categories.
Management,"Align, Plan and Organize",APO12,Managed Risk,APO12.01,Collect data.,"4.  Record data on risk events that have caused or may cause business impacts as per the impact categories defined in the risk taxonomy. Capture relevant data from related issues, incidents, problems and investigations."
Management,"Align, Plan and Organize",APO12,Managed Risk,APO12.01,Collect data.,"5.  Survey and analyze the historical I&T risk data and loss experience from externally available data and trends, industry peers through industry-based event logs, databases, and industry agreements for common event disclosure."
Management,"Align, Plan and Organize",APO12,Managed Risk,APO12.01,Collect data.,"6.  For similar classes of events, organize the collected data and highlight contributing factors. Determine common contributing factors across multiple events."
Management,"Align, Plan and Organize",APO12,Managed Risk,APO12.01,Collect data.,7.  Determine the specific conditions that existed or were absent when risk events occurred and the way the conditions affected event frequency and loss magnitude.
Management,"Align, Plan and Organize",APO12,Managed Risk,APO12.01,Collect data.,8.  Perform periodic event and risk factor analysis to identify new or emerging risk issues and to gain an understanding of the associated internal and external risk factors.
Management,"Align, Plan and Organize",APO12,Managed Risk,APO12.02,Analyze risk.,"1.  Define the appropriate scope of risk analysis efforts, considering all risk factors and/or the business criticality of assets."
Management,"Align, Plan and Organize",APO12,Managed Risk,APO12.02,Analyze risk.,"2.  Build and regularly update I&T risk scenarios; I&T-related loss exposures; and scenarios regarding reputational risk, including compound scenarios of cascading and/or coincidental threat types and events. Develop expectations for specific control activities and capabilities to detect."
Management,"Align, Plan and Organize",APO12,Managed Risk,APO12.02,Analyze risk.,3.  Estimate the frequency (or likelihood) and magnitude of loss or gain associated with I&T risk scenarios. Take into account all applicable risk factors and evaluate known operational controls.
Management,"Align, Plan and Organize",APO12,Managed Risk,APO12.02,Analyze risk.,4.  Compare current risk (I&T-related loss exposure) to risk appetite and acceptable risk tolerance. Identify unacceptable or elevated risk.
Management,"Align, Plan and Organize",APO12,Managed Risk,APO12.02,Analyze risk.,5.  Propose risk responses for risk exceeding risk appetite and tolerance levels.
Management,"Align, Plan and Organize",APO12,Managed Risk,APO12.02,Analyze risk.,6.  Specify high-level requirements for projects or programs that will implement the selected risk responses. Identify requirements and expectations for appropriate key controls for risk mitigation responses.
Management,"Align, Plan and Organize",APO12,Managed Risk,APO12.02,Analyze risk.,7.  Validate the risk analysis and business impact analysis (BIA) results before using them in decision making. Confirm that the analysis aligns with enterprise requirements and verify that estimations were properly calibrated and scrutinized for bias.
Management,"Align, Plan and Organize",APO12,Managed Risk,APO12.02,Analyze risk.,"8.  Analyze cost/benefit of potential risk response options such as avoid, reduce/mitigate, transfer/share, and accept and exploit/seize. Confirm the optimal risk response."
Management,"Align, Plan and Organize",APO12,Managed Risk,APO12.03,Maintain a risk profile.,"1.  Inventory business processes and document their dependency on I&T service management processes and IT infrastructure resources. Identify supporting personnel, applications, infrastructure, facilities, critical manual records, vendors, suppliers and outsourcers."
Management,"Align, Plan and Organize",APO12,Managed Risk,APO12.03,Maintain a risk profile.,2.  Determine and agree on which I&T services and IT infrastructure resources are essential to sustain the operation of business processes. Analyze dependencies and identify weak links.
Management,"Align, Plan and Organize",APO12,Managed Risk,APO12.03,Maintain a risk profile.,"3.  Aggregate current risk scenarios by category, business line and functional area."
Management,"Align, Plan and Organize",APO12,Managed Risk,APO12.03,Maintain a risk profile.,4.  Regularly capture all risk profile information and consolidate it into an aggregated risk profile.
Management,"Align, Plan and Organize",APO12,Managed Risk,APO12.03,Maintain a risk profile.,5.  Capture information on the status of the risk action plan for inclusion in the I&T risk profile of the enterprise.
Management,"Align, Plan and Organize",APO12,Managed Risk,APO12.03,Maintain a risk profile.,"6.  Based on all risk profile data, define a set of risk indicators that allow the quick identification and monitoring of current risk and risk trends."
Management,"Align, Plan and Organize",APO12,Managed Risk,APO12.03,Maintain a risk profile.,7.  Capture information on I&T risk events that have materialized for inclusion in the IT risk profile of the enterprise.
Management,"Align, Plan and Organize",APO12,Managed Risk,APO12.04,Articulate risk.,"1.  Report the results of risk analysis to all affected stakeholders in terms and formats useful to support enterprise decisions. Whenever possible, include probabilities and ranges of loss or gain along with confidence levels, to enable management to balance risk-return."
Management,"Align, Plan and Organize",APO12,Managed Risk,APO12.04,Articulate risk.,"2.  Provide decision makers with an understanding of worst-case and most-probable scenarios, I&T-related loss exposures and significant reputation, legal and regulatory considerations, or any other impact category as per the risk taxonomy."
Management,"Align, Plan and Organize",APO12,Managed Risk,APO12.04,Articulate risk.,"3.  Report the current risk profile to all stakeholders. Include information on the effectiveness of the risk management process, control effectiveness, gaps, inconsistencies, redundancies, remediation status and their impacts on the risk profile."
Management,"Align, Plan and Organize",APO12,Managed Risk,APO12.04,Articulate risk.,"4.  On a periodic basis, for areas with relative risk and risk capacity parity, identify I&T-related opportunities that would allow the acceptance of greater risk and enhanced growth and return."
Management,"Align, Plan and Organize",APO12,Managed Risk,APO12.04,Articulate risk.,5.  Review the results of objective third-party assessments and internal audit and quality assurance reviews. Include them in the risk profile. Review identified gaps and I&T-related loss exposures to determine the need for additional risk analysis.
